gene,variable,value
IL23R,arch_0,-0.020803833
IL12RB2,arch_0,-0.03332396
SERBP1,arch_0,-0.024509046
GADD45A,arch_0,-0.012732238
GNG12,arch_0,0.00054320734
GNG12-AS1,arch_0,-0.014932455
DIRAS3,arch_0,-0.021576876
WLS,arch_0,0.034269422
AL033530.1,arch_0,-0.023967734
LINC01707,arch_0,-0.01999
LRRC7,arch_0,0.0010867188
LRRC40,arch_0,0.000500776
SRSF11,arch_0,-0.009235418
AL353771.1,arch_0,-0.024089292
ANKRD13C,arch_0,-0.009166687
HHLA3,arch_0,-0.002115237
CTH,arch_0,-0.027901541
LINC01788,arch_0,-0.020071272
PTGER3,arch_0,-0.012554034
ZRANB2-AS1,arch_0,-0.026590196
ZRANB2,arch_0,-0.005381468
ZRANB2-AS2,arch_0,-0.058167372
NEGR1,arch_0,-0.0186288
AL354949.1,arch_0,-0.029749747
AL513166.1,arch_0,0.008223361
AL583808.1,arch_0,-0.018568622
LRRIQ3,arch_0,-0.018733043
FPGT,arch_0,0.015895344
TNNI3K,arch_0,-0.007858792
AC093158.1,arch_0,-0.022686036
CRYZ,arch_0,0.012299857
TYW3,arch_0,-0.0074279294
SLC44A5,arch_0,-0.10448351
ACADM,arch_0,-0.013337265
RABGGTB,arch_0,-0.010928425
MSH4,arch_0,-0.010925745
AC092813.1,arch_0,-0.024361238
ST6GALNAC3,arch_0,0.03434171
ST6GALNAC5,arch_0,-0.015223083
PIGK,arch_0,0.0007481348
AK5,arch_0,-0.03025898
AC118549.1,arch_0,-0.008848323
USP33,arch_0,-0.019486252
MIGA1,arch_0,-0.0072778603
NEXN-AS1,arch_0,-0.019756842
NEXN,arch_0,0.006561284
FUBP1,arch_0,-0.0053262883
DNAJB4,arch_0,-0.022296079
GIPC2,arch_0,0.007868882
AC096531.2,arch_0,0.006757389
PTGFR,arch_0,0.10101552
IFI44L,arch_0,0.025747979
IFI44,arch_0,0.016693998
ADGRL4,arch_0,-0.00048724894
ADGRL2,arch_0,-0.007901418
AL157944.1,arch_0,-0.021387089
LINC01362,arch_0,-0.024396501
AC116099.1,arch_0,-0.021224713
LINC01712,arch_0,-0.021796787
LINC01725,arch_0,-0.0049629444
AL035706.1,arch_0,-0.018605787
TTLL7,arch_0,0.027662324
AL359504.2,arch_0,-0.02147132
PRKACB,arch_0,0.012415735
SAMD13,arch_0,-0.022133052
RPF1,arch_0,-0.012434888
GNG5,arch_0,-0.010114144
SPATA1,arch_0,-0.021406272
CTBS,arch_0,-0.006382092
AL359762.1,arch_0,-0.021208972
SSX2IP,arch_0,0.021703318
MCOLN2,arch_0,-0.02906611
WDR63,arch_0,-0.028415436
MCOLN3,arch_0,-0.02703572
SYDE2,arch_0,-0.013039421
C1orf52,arch_0,-0.0030535122
BCL10,arch_0,-0.012137871
AL078459.1,arch_0,-0.04290932
DDAH1,arch_0,-0.05397972
CCN1,arch_0,0.016179005
ZNHIT6,arch_0,-0.016161593
COL24A1,arch_0,0.073525146
LINC02795,arch_0,-0.0033680992
ODF2L,arch_0,0.019804148
CLCA1,arch_0,-0.020012354
CLCA4-AS1,arch_0,-0.008611954
SH3GLB1,arch_0,-0.0064416532
SELENOF,arch_0,-0.021592516
HS2ST1,arch_0,-0.00532528
AL121989.1,arch_0,-0.02530975
LINC01140,arch_0,-0.0038790405
LINC02801,arch_0,-0.021122998
LMO4,arch_0,-0.018165566
LINC01364,arch_0,-0.029117245
PKN2-AS1,arch_0,-0.007831988
AL445438.1,arch_0,-0.026420012
PKN2,arch_0,-0.0069790236
GTF2B,arch_0,-0.009207848
KYAT3,arch_0,-0.025389202
GBP3,arch_0,0.002457534
GBP1,arch_0,0.013909822
GBP2,arch_0,0.009348052
AC104459.1,arch_0,-0.022263689
GBP7,arch_0,-0.019917894
GBP4,arch_0,-0.0065584118
AC099063.4,arch_0,-0.023744289
AL596214.1,arch_0,-0.02304643
LRRC8B,arch_0,-0.018562619
LRRC8C-DT,arch_0,-0.013165963
AC093423.2,arch_0,-0.018489959
LRRC8C,arch_0,0.010241318
LRRC8D,arch_0,-0.004990992
ZNF326,arch_0,-0.008425585
AC098656.1,arch_0,-0.018574445
LINC02609,arch_0,0.016945139
LINC02788,arch_0,-0.023634007
ZNF644,arch_0,-0.012281948
HFM1,arch_0,0.002417967
CDC7,arch_0,0.0010192526
TGFBR3,arch_0,-0.10839211
BRDT,arch_0,-0.02060625
EPHX4,arch_0,-0.017940724
BTBD8,arch_0,0.001013968
C1orf146,arch_0,-0.023720464
GLMN,arch_0,1.037668e-06
RPAP2,arch_0,-0.0010414171
EVI5,arch_0,-0.012374181
RPL5,arch_0,-0.030772202
DIPK1A,arch_0,0.020923216
AC093577.1,arch_0,-0.015305589
MTF2,arch_0,-0.013484029
TMED5,arch_0,-0.011698607
CCDC18,arch_0,-0.010521187
CCDC18-AS1,arch_0,0.008418896
DR1,arch_0,-0.0062382445
FNBP1L,arch_0,-0.0020421739
BCAR3,arch_0,0.034641955
AL109613.1,arch_0,-0.023995854
DNTTIP2,arch_0,-0.012099487
GCLM,arch_0,-0.024300512
ABCA4,arch_0,-0.02178631
ARHGAP29,arch_0,-0.016477916
ARHGAP29-AS1,arch_0,-0.026708169
AC097059.1,arch_0,-0.022637738
ABCD3,arch_0,-0.008320058
F3,arch_0,0.015409481
SLC44A3,arch_0,0.012327684
CNN3,arch_0,-0.010350374
AC105942.1,arch_0,-0.003470959
ALG14,arch_0,-0.0032871044
AC095033.1,arch_0,-0.021525681
TLCD4,arch_0,-0.028101685
AC092802.1,arch_0,-0.027764468
RWDD3,arch_0,-0.011817647
AC092802.2,arch_0,-0.024354381
LINC02607,arch_0,-0.021468619
LINC01787,arch_0,-0.016654141
PTBP2,arch_0,-0.051436875
DPYD,arch_0,-0.014925382
DPYD-AS1,arch_0,-0.05113582
MIR137HG,arch_0,-0.0376316
SNX7,arch_0,-0.00425931
PLPPR5,arch_0,-0.027904103
AL445433.2,arch_0,-0.02432922
PLPPR4,arch_0,0.00874623
LINC01708,arch_0,-0.019041209
PALMD,arch_0,-0.02928014
FRRS1,arch_0,0.0063465843
AGL,arch_0,0.0057803327
SLC35A3,arch_0,-0.0074133785
MFSD14A,arch_0,-0.0036821365
AC093019.2,arch_0,-0.02095185
SASS6,arch_0,-0.0058624144
TRMT13,arch_0,0.0014464208
LRRC39,arch_0,-0.041390564
DBT,arch_0,-0.021195216
AL445928.2,arch_0,-0.031721015
RTCA-AS1,arch_0,0.0037502623
RTCA,arch_0,-0.0056088483
CDC14A,arch_0,-0.015971178
AL589990.1,arch_0,-0.02764742
GPR88,arch_0,-0.0247345
LINC01349,arch_0,-0.018081708
VCAM1,arch_0,-0.0068793166
EXTL2,arch_0,-0.0097841015
AC104506.1,arch_0,-0.021379452
SLC30A7,arch_0,-0.017658303
DPH5,arch_0,-0.0037671763
AC093157.1,arch_0,-0.010674171
LINC01709,arch_0,-0.017550617
AC114485.1,arch_0,-0.022644492
AC099567.1,arch_0,-0.016661044
COL11A1,arch_0,-0.042157564
AC095032.1,arch_0,-0.0031992774
RNPC3,arch_0,-0.006715354
AMY2B,arch_0,-0.0046793735
LINC01676,arch_0,-0.016718669
LINC01677,arch_0,-0.020708766
AL355306.2,arch_0,-0.021140415
LINC01661,arch_0,-0.018627232
PRMT6,arch_0,-0.022809368
NTNG1,arch_0,-0.005834653
VAV3,arch_0,-0.017061878
VAV3-AS1,arch_0,-0.021153804
LINC02785,arch_0,-0.01864688
SLC25A24,arch_0,8.499312e-05
FAM102B,arch_0,0.008920778
HENMT1,arch_0,-0.020003846
AL160171.1,arch_0,-0.022038644
PRPF38B,arch_0,0.0033016687
FNDC7,arch_0,-0.020760585
STXBP3,arch_0,-0.0054860865
AKNAD1,arch_0,-0.0011622697
GPSM2,arch_0,-0.025707344
WDR47,arch_0,0.00012233907
TAF13,arch_0,-0.0072281966
AL356488.3,arch_0,-0.027240561
TMEM167B,arch_0,-0.02574791
AL356488.2,arch_0,-0.021952225
C1orf194,arch_0,-0.024275446
KIAA1324,arch_0,-0.020714456
SARS,arch_0,-2.1974494e-05
CELSR2,arch_0,-0.016524198
PSRC1,arch_0,-0.025391957
SORT1,arch_0,0.011156961
PSMA5,arch_0,-0.01431855
SYPL2,arch_0,-0.019210428
ATXN7L2,arch_0,-0.022740616
CYB561D1,arch_0,-0.016750306
AMIGO1,arch_0,-0.021551847
GNAI3,arch_0,0.0010818378
GNAT2,arch_0,-0.025034903
AMPD2,arch_0,-0.01901347
GSTM4,arch_0,-0.016136702
GSTM2,arch_0,-0.009383905
AC000032.1,arch_0,-0.016117321
GSTM5,arch_0,0.012825432
GSTM3,arch_0,-0.0023195143
EPS8L3,arch_0,-0.019007923
LINC01768,arch_0,-0.008220627
CSF1,arch_0,-0.011746619
AHCYL1,arch_0,-0.022046542
STRIP1,arch_0,0.000961442
ALX3,arch_0,-0.025873207
LINC01397,arch_0,-0.02208044
KCNC4,arch_0,-0.0061591757
RBM15-AS1,arch_0,-0.020757299
RBM15,arch_0,-0.010196255
LAMTOR5-AS1,arch_0,-0.029019888
SLC16A4,arch_0,-0.033887547
LAMTOR5,arch_0,-0.034008734
PROK1,arch_0,-0.024701988
KCNA2,arch_0,-0.03267814
CD53,arch_0,-0.01515383
AL360270.2,arch_0,-0.019204903
AL360270.1,arch_0,-0.027328491
LRIF1,arch_0,-0.011932738
DRAM2,arch_0,-0.0064348043
CEPT1,arch_0,-0.003385709
DENND2D,arch_0,-0.017753929
CHI3L2,arch_0,-0.019365124
OVGP1,arch_0,-0.022465283
AL390195.2,arch_0,-0.023031913
AL390195.1,arch_0,-0.023180969
WDR77,arch_0,-0.022690749
ATP5PB,arch_0,-0.028187087
C1orf162,arch_0,-0.014497208
TMIGD3,arch_0,-0.018700281
RAP1A,arch_0,-0.018041745
INKA2,arch_0,-0.025752086
INKA2-AS1,arch_0,-0.019960055
DDX20,arch_0,-0.011198325
KCND3,arch_0,0.11311344
LINC01750,arch_0,-0.014522607
AL445426.1,arch_0,0.0170725
CTTNBP2NL,arch_0,0.004282687
WNT2B,arch_0,0.02532911
ST7L,arch_0,-0.0027880247
CAPZA1,arch_0,-0.014780342
MOV10,arch_0,0.0030924294
AL603832.1,arch_0,-0.021743504
RHOC,arch_0,-0.0231298
LINC01356,arch_0,-0.0186775
LINC01357,arch_0,-0.018199237
SLC16A1,arch_0,-0.017278276
SLC16A1-AS1,arch_0,0.013903115
AL390242.1,arch_0,-0.0155506665
LRIG2-DT,arch_0,-0.011760935
LRIG2,arch_0,-0.0070467065
MAGI3,arch_0,0.04135609
PHTF1,arch_0,-0.0053260624
RSBN1,arch_0,-0.007589564
AL137856.1,arch_0,-0.023452641
PTPN22,arch_0,-0.011663637
AP4B1-AS1,arch_0,-0.023080429
BCL2L15,arch_0,-0.022364324
AP4B1,arch_0,-0.0034911786
DCLRE1B,arch_0,-0.016684609
HIPK1-AS1,arch_0,-0.022428706
HIPK1,arch_0,-0.0036466015
OLFML3,arch_0,-0.015813641
TRIM33,arch_0,-0.006020337
BCAS2,arch_0,-0.0025752697
DENND2C,arch_0,0.0044081286
AMPD1,arch_0,-0.024253955
NRAS,arch_0,-0.008836974
CSDE1,arch_0,-0.010415933
SIKE1,arch_0,-0.008295585
SYCP1,arch_0,-0.023778774
TSPAN2,arch_0,-0.015377035
AL049825.1,arch_0,-0.020296542
NGF-AS1,arch_0,-0.042839214
NGF,arch_0,-0.03643795
VANGL1,arch_0,-0.009988978
SLC22A15,arch_0,-0.020280436
AL365318.1,arch_0,-0.030497162
MAB21L3,arch_0,-0.021414993
ATP1A1,arch_0,-0.05627994
ATP1A1-AS1,arch_0,-0.017280798
LINC01762,arch_0,-0.0123433
AL390066.1,arch_0,-0.018667703
AL390066.2,arch_0,-0.02791544
CD58,arch_0,-0.014365806
IGSF3,arch_0,-0.018970113
PTGFRN,arch_0,-0.034044895
CD101,arch_0,-0.029616136
AL445231.1,arch_0,-0.03227499
TTF2,arch_0,-0.00691696
TRIM45,arch_0,-0.021843042
LINC01525,arch_0,-0.018384783
AL358072.1,arch_0,-0.02231582
MAN1A2,arch_0,-0.011070436
TENT5C,arch_0,-0.006441396
GDAP2,arch_0,0.0045570773
WDR3,arch_0,-0.0043262076
SPAG17,arch_0,-0.015103298
TBX15,arch_0,-0.0055853473
WARS2,arch_0,0.017763399
WARS2-IT1,arch_0,0.016635014
WARS2-AS1,arch_0,0.0109258
AL359915.1,arch_0,-0.01993936
LINC01780,arch_0,-0.023828894
LINC00622,arch_0,-0.015018095
ZNF697,arch_0,-0.013955071
PHGDH,arch_0,-0.0040562446
NOTCH2,arch_0,-0.038955983
SEC22B,arch_0,-0.010693444
NBPF26,arch_0,0.0041582375
LINC00623,arch_0,0.016669715
AC244453.3,arch_0,-0.019433392
SRGAP2C,arch_0,-0.0055288714
SRGAP2-AS1,arch_0,-0.017487623
LINC02798,arch_0,-0.008613629
AC239800.2,arch_0,-0.017915899
LINC02591,arch_0,-0.0025890376
HIST2H3PS2,arch_0,-0.019668825
AC246680.1,arch_0,-0.01736017
LINC02802,arch_0,-0.015299404
NBPF15,arch_0,-0.0110790115
FP700111.1,arch_0,0.02261817
SRGAP2B,arch_0,0.0006579014
NBPF20,arch_0,-0.019833047
GPR89A,arch_0,-0.009589002
PDZK1,arch_0,-0.020081906
CD160,arch_0,-0.026934646
RNF115,arch_0,-0.012743193
POLR3C,arch_0,-0.0037842302
NUDT17,arch_0,-0.025707852
PIAS3,arch_0,-0.011003977
ANKRD35,arch_0,-0.022435818
ITGA10,arch_0,-0.079898104
PEX11B,arch_0,-0.008896102
RBM8A,arch_0,-0.020302474
LIX1L-AS1,arch_0,-0.011173926
LIX1L,arch_0,-0.0030790798
ANKRD34A,arch_0,-0.020145498
POLR3GL,arch_0,-0.009721304
TXNIP,arch_0,-0.06818531
LINC01719,arch_0,-0.018114775
NBPF10,arch_0,-0.0049783103
AC245407.2,arch_0,-0.02239867
NBPF12,arch_0,-0.0017336906
AC244394.2,arch_0,-0.018885937
PRKAB2,arch_0,-0.0071077286
AC242426.2,arch_0,0.000571761
FMO5,arch_0,-0.008167077
LINC00624,arch_0,-0.029496334
BCL9,arch_0,0.00483938
ACP6,arch_0,-0.0077230036
GPR89B,arch_0,-0.0011191918
LINC02804,arch_0,-0.01987351
NBPF11,arch_0,-0.0033657553
LINC02805,arch_0,-0.022891873
AC239809.3,arch_0,-0.013492137
LINC01138,arch_0,0.017492715
AC245100.1,arch_0,-0.02198334
NBPF14,arch_0,-0.002441282
NUDT4B,arch_0,-0.019104386
PDE4DIP,arch_0,-0.035213042
AC239802.2,arch_0,-0.020373002
AC239804.1,arch_0,-0.015723227
NBPF9,arch_0,-0.00092291425
AC245297.3,arch_0,-0.005708386
AC245297.2,arch_0,-0.022081798
NOTCH2NLC,arch_0,-0.009405649
NBPF19,arch_0,-0.00419224
AC242842.1,arch_0,-0.021532752
HIST2H2BF,arch_0,-0.01577301
AC239868.1,arch_0,-0.020986974
HIST2H2AC,arch_0,-0.024154043
BOLA1,arch_0,-0.026985822
SV2A,arch_0,-0.021099387
SF3B4,arch_0,-0.0204327
MTMR11,arch_0,-0.008299949
OTUD7B,arch_0,-0.0010357433
AC244033.2,arch_0,-0.0012362609
VPS45,arch_0,0.018877216
PLEKHO1,arch_0,-0.008684967
ANP32E,arch_0,-0.0096416455
CA14,arch_0,-0.024425665
APH1A,arch_0,-0.035479438
C1orf54,arch_0,0.003928596
CIART,arch_0,-0.01976623
MRPS21,arch_0,-0.008501546
PRPF3,arch_0,-0.0111154765
RPRD2,arch_0,0.0010524492
TARS2,arch_0,0.0006204265
ECM1,arch_0,-0.018478002
FALEC,arch_0,-0.02220285
AL356356.1,arch_0,0.002687145
ADAMTSL4,arch_0,-0.0006038962
ADAMTSL4-AS1,arch_0,-0.0003653662
MCL1,arch_0,-0.0015108247
ENSA,arch_0,0.0075015035
GOLPH3L,arch_0,-0.006413608
HORMAD1,arch_0,-0.019929476
CTSS,arch_0,-0.0057630725
CTSK,arch_0,-0.013959709
ARNT,arch_0,-0.011625442
CTXND2,arch_0,-0.023402069
SETDB1,arch_0,-0.010566314
CERS2,arch_0,-0.018933209
AL590133.2,arch_0,-0.018983524
ANXA9,arch_0,-0.023520095
MINDY1,arch_0,-0.004216369
PRUNE1,arch_0,-0.002094787
BNIPL,arch_0,-0.020852005
C1orf56,arch_0,-0.021094503
CDC42SE1,arch_0,-0.012039206
MLLT11,arch_0,-0.018584238
GABPB2,arch_0,0.012493587
SEMA6C,arch_0,-0.013854466
SCNM1,arch_0,-0.019334951
LYSMD1,arch_0,-0.019846916
VPS72,arch_0,-0.00959562
PIP5K1A,arch_0,-0.010019504
PSMD4,arch_0,-0.012633169
ZNF687,arch_0,-0.023711745
PI4KB,arch_0,-0.00079674984
RFX5,arch_0,-0.023551367
SELENBP1,arch_0,0.0050642216
PSMB4,arch_0,-0.023075841
POGZ,arch_0,-0.0017846368
CGN,arch_0,-0.018447418
TUFT1,arch_0,-0.01955097
SNX27,arch_0,-0.0126744
AL391335.1,arch_0,-0.024280775
AL589765.1,arch_0,-0.019758228
AL589765.7,arch_0,-0.022733768
MRPL9,arch_0,-0.021512192
TDRKH,arch_0,-0.022316854
C2CD4D,arch_0,-0.017428692
C2CD4D-AS1,arch_0,-0.009486684
THEM5,arch_0,-0.02040393
THEM4,arch_0,0.009696593
AL450992.2,arch_0,-0.01187953
S100A10,arch_0,0.009289889
AL450992.1,arch_0,-0.021683495
S100A11,arch_0,-0.020472826
FLG-AS1,arch_0,0.014128714
HRNR,arch_0,-0.021909207
FLG,arch_0,-0.022744862
FLG2,arch_0,-0.025115393
S100A6,arch_0,-0.034801707
S100A4,arch_0,-0.011090891
BX470102.2,arch_0,-0.005335608
S100A16,arch_0,-0.020925308
S100A13,arch_0,-0.029396204
AL162258.2,arch_0,-0.03088668
CHTOP,arch_0,-0.0064445464
SNAPIN,arch_0,-0.021839239
ILF2,arch_0,-0.0087160915
NPR1,arch_0,-0.0073323543
INTS3,arch_0,0.011530332
AL513523.4,arch_0,-0.02494826
SLC27A3,arch_0,-0.00084029726
GATAD2B,arch_0,-0.02384961
AL358472.5,arch_0,-0.022715174
DENND4B,arch_0,0.0057221046
CRTC2,arch_0,-0.012779183
SLC39A1,arch_0,-0.03500796
AL358472.4,arch_0,-0.020191235
CREB3L4,arch_0,-0.021134922
JTB,arch_0,-0.023464417
AL358472.2,arch_0,-0.022364704
RAB13,arch_0,-0.020412216
RPS27,arch_0,-0.03150573
NUP210L,arch_0,-0.01436562
TPM3,arch_0,0.008752867
C1orf189,arch_0,-0.02018798
C1orf43,arch_0,-0.0092567755
UBAP2L,arch_0,-0.0045405896
HAX1,arch_0,-0.016445467
ATP8B2,arch_0,0.0063102623
IL6R,arch_0,-0.007642013
SHE,arch_0,0.0029927935
TDRD10,arch_0,0.013237585
UBE2Q1,arch_0,-0.020652182
CHRNB2,arch_0,-0.01722179
ADAR,arch_0,-0.009563431
KCNN3,arch_0,-0.016986083
PMVK,arch_0,-0.007272881
PBXIP1,arch_0,-0.011450184
PYGO2,arch_0,-0.023969583
AL451085.2,arch_0,-0.025102124
SHC1,arch_0,-0.01706163
CKS1B,arch_0,-0.024102513
FLAD1,arch_0,-0.015399347
ZBTB7B,arch_0,-0.02240615
DCST2,arch_0,-0.02228201
DCST1,arch_0,-0.021197442
ADAM15,arch_0,-0.0082346285
EFNA4,arch_0,-0.02072195
EFNA1,arch_0,-0.018387986
SLC50A1,arch_0,-0.021932207
DPM3,arch_0,-0.029066863
KRTCAP2,arch_0,-0.018964212
TRIM46,arch_0,-0.021432433
MUC1,arch_0,-0.018159704
AC234582.1,arch_0,0.00022985679
THBS3,arch_0,0.011679115
MTX1,arch_0,-0.022689389
GBA,arch_0,-0.01020718
FAM189B,arch_0,-0.014049496
SCAMP3,arch_0,0.00032013707
CLK2,arch_0,-0.008727344
HCN3,arch_0,-0.018851621
FDPS,arch_0,-0.0079759145
RUSC1-AS1,arch_0,-0.017082144
RUSC1,arch_0,0.001454428
ASH1L,arch_0,-0.0027521388
ASH1L-AS1,arch_0,-0.025133153
MSTO1,arch_0,-0.010686159
AL353807.5,arch_0,-0.009433229
YY1AP1,arch_0,0.0007828836
DAP3,arch_0,-0.010089312
GON4L,arch_0,-0.01068731
SYT11,arch_0,-0.014675853
RIT1,arch_0,-0.005989673
KHDC4,arch_0,-0.012463612
ARHGEF2,arch_0,-0.01182696
AL355388.2,arch_0,-0.027558245
AL355388.1,arch_0,-0.01847816
AL355388.3,arch_0,-0.019681873
SSR2,arch_0,-0.011044121
UBQLN4,arch_0,-0.008048231
LAMTOR2,arch_0,-0.023589509
LMNA,arch_0,0.042101406
SEMA4A,arch_0,-0.0006813629
SLC25A44,arch_0,-0.0076552886
PMF1,arch_0,0.002921362
BGLAP,arch_0,-0.019385148
PAQR6,arch_0,-0.018981198
SMG5,arch_0,-0.0049685873
TMEM79,arch_0,-0.012726849
GLMP,arch_0,-0.015117802
CCT3,arch_0,-0.012584601
TSACC,arch_0,-0.024747089
C1orf61,arch_0,-0.019385966
MEF2D,arch_0,-0.010184568
IQGAP3,arch_0,-0.018194929
NAXE,arch_0,-0.018238975
GPATCH4,arch_0,-0.014473814
NES,arch_0,-0.022980079
AL590666.4,arch_0,-0.020569693
CRABP2,arch_0,-0.018355483
ISG20L2,arch_0,-0.009286504
RRNAD1,arch_0,-0.009523619
MRPL24,arch_0,-0.017995387
HDGF,arch_0,-0.0058302158
PRCC,arch_0,-0.00065929204
SH2D2A,arch_0,-0.016339676
NTRK1,arch_0,-0.0068512354
INSRR,arch_0,-0.027304947
PEAR1,arch_0,0.026271174
LRRC71,arch_0,-0.019034026
ARHGEF11,arch_0,-0.00033784204
ETV3,arch_0,-0.0065511144
KIRREL1,arch_0,0.031766016
LINC01704,arch_0,-0.018459564
PYHIN1,arch_0,-0.001118063
IFI16,arch_0,0.012934286
AIM2,arch_0,-0.019522319
CADM3,arch_0,-0.0107664615
AL513323.1,arch_0,-0.01653158
DUSP23,arch_0,-0.021620894
AL590560.2,arch_0,-0.020600434
AL590560.3,arch_0,-0.0061733555
CFAP45,arch_0,-0.02504459
TAGLN2,arch_0,-0.008081197
LINC01133,arch_0,0.056209963
KCNJ10,arch_0,-0.009945043
AL121987.1,arch_0,-0.012780306
KCNJ9,arch_0,-0.019054469
IGSF8,arch_0,-0.01685131
ATP1A2,arch_0,-0.011205665
AL121987.2,arch_0,-0.021952571
PEA15,arch_0,-0.0023887926
DCAF8,arch_0,-0.0150422575
AL139011.1,arch_0,-0.026477225
PEX19,arch_0,-0.009838674
COPA,arch_0,-0.018244114
NCSTN,arch_0,-0.018143512
VANGL2,arch_0,-0.017475799
CD84,arch_0,-0.013829582
AL121985.1,arch_0,-0.017174536
F11R,arch_0,-0.011723487
TSTD1,arch_0,-0.02886467
USF1,arch_0,-0.015557805
ARHGAP30,arch_0,-0.016981175
KLHDC9,arch_0,-0.020765172
PFDN2,arch_0,-0.0071835076
NIT1,arch_0,-0.010637412
DEDD,arch_0,-0.008197928
UFC1,arch_0,-0.019687643
AL590714.1,arch_0,-0.022566505
USP21,arch_0,-0.017992307
PPOX,arch_0,-0.009625316
B4GALT3,arch_0,-0.023176225
ADAMTS4,arch_0,-0.051628057
NDUFS2,arch_0,-0.03849554
FCER1G,arch_0,-0.017893458
TOMM40L,arch_0,-0.023195475
NR1I3,arch_0,-0.02415377
PCP4L1,arch_0,-0.020366212
MPZ,arch_0,-0.01956954
SDHC,arch_0,-0.012519219
CFAP126,arch_0,-0.02486671
AL592295.4,arch_0,-0.0018918739
AL592295.3,arch_0,-0.018096812
FCGR2A,arch_0,-0.012719737
DUSP12,arch_0,-0.012465121
ATF6,arch_0,-0.018219367
OLFML2B,arch_0,0.0035831432
NOS1AP,arch_0,-0.015465459
UHMK1,arch_0,-0.012067557
UAP1,arch_0,-0.0015375402
DDR2,arch_0,0.011116547
HSD17B7,arch_0,-0.0017551547
RGS4,arch_0,-0.0074545885
RGS5,arch_0,0.0025359069
AL499616.1,arch_0,-0.024212455
NUF2,arch_0,-0.012901905
PBX1,arch_0,0.05697491
AL357568.1,arch_0,-0.02176736
LMX1A,arch_0,0.04638313
RXRG,arch_0,-0.05046234
LRRC52-AS1,arch_0,-0.029329449
MGST3,arch_0,0.022741236
ALDH9A1,arch_0,-0.005075007
TMCO1,arch_0,-0.012550952
TMCO1-AS1,arch_0,-0.018296193
UCK2,arch_0,-0.009893739
AL358115.1,arch_0,-0.02692761
FAM78B,arch_0,-0.010780794
AL626787.1,arch_0,-0.02238982
AL596087.2,arch_0,-0.020794256
AL583804.1,arch_0,-0.022104444
POGK,arch_0,-0.018261062
TADA1,arch_0,-0.008693699
POU2F1,arch_0,-0.013828283
CD247,arch_0,-0.013379997
CREG1,arch_0,-0.017254872
RCSD1,arch_0,-0.06725394
MPZL1,arch_0,0.0010664209
ADCY10,arch_0,-0.01950235
MPC2,arch_0,-0.02172296
DCAF6,arch_0,-0.03264063
GPR161,arch_0,0.0028849724
TIPRL,arch_0,-0.0036165689
SFT2D2,arch_0,-0.011008211
TBX19,arch_0,0.002490295
AL023755.1,arch_0,-0.02372459
DPT,arch_0,-0.0031887598
LINC00970,arch_0,-0.02180033
ATP1B1,arch_0,-0.047369458
NME7,arch_0,-0.0050641773
Z99758.1,arch_0,-0.026736245
BLZF1,arch_0,-0.0030989407
CCDC181,arch_0,-0.01904494
SLC19A2,arch_0,-0.074373096
Z99572.1,arch_0,-0.01967798
F5,arch_0,-0.015530603
SELP,arch_0,-0.01587074
C1orf112,arch_0,-0.006539577
SELL,arch_0,-0.019508954
METTL18,arch_0,-0.022305131
SCYL3,arch_0,-0.0043341024
KIFAP3,arch_0,0.0015801488
LINC01681,arch_0,-0.022315871
GORAB-AS1,arch_0,-0.019438015
GORAB,arch_0,-0.0014605679
AL023495.1,arch_0,-0.019331075
PRRX1,arch_0,0.039186295
BX284613.2,arch_0,-0.009781498
MROH9,arch_0,-0.0039871256
FMO3,arch_0,-0.006975625
FMO2,arch_0,-0.012505311
FMO1,arch_0,-0.014417673
FMO4,arch_0,0.006527373
PRRC2C,arch_0,0.007142356
MYOCOS,arch_0,-0.021665674
MYOC,arch_0,-0.041700236
VAMP4,arch_0,-0.00972821
EEF1AKNMT,arch_0,-0.014700599
DNM3,arch_0,-0.01966246
DNM3OS,arch_0,-0.0055837934
PIGC,arch_0,-0.00647505
C1orf105,arch_0,-0.023086654
SUCO,arch_0,0.0020862345
AL031599.1,arch_0,-0.024779374
TNFSF4,arch_0,-0.023827642
AL645568.1,arch_0,0.0059488816
PRDX6,arch_0,-0.055253237
SLC9C2,arch_0,-0.022043858
AL139142.1,arch_0,-0.018670797
ANKRD45,arch_0,-0.017291939
KLHL20,arch_0,0.003508393
CENPL,arch_0,-0.01731667
DARS2,arch_0,-0.013033477
GAS5,arch_0,-0.00483473
GAS5-AS1,arch_0,-0.021176688
ZBTB37,arch_0,0.005873693
SERPINC1,arch_0,-0.01747728
RC3H1,arch_0,-0.007671329
RABGAP1L-DT,arch_0,-0.018890256
RABGAP1L,arch_0,-0.04540115
Z99127.1,arch_0,-0.021362728
Z99127.4,arch_0,-0.025544824
CACYBP,arch_0,-0.013881365
MRPS14,arch_0,-0.009089702
TNN,arch_0,-0.025011994
KIAA0040,arch_0,-0.06883407
Z94057.1,arch_0,-0.020913843
TNR,arch_0,-0.022317735
LINC02803,arch_0,-0.027533855
COP1,arch_0,-0.02754035
AL590723.1,arch_0,-0.021152392
AL591043.2,arch_0,-0.00647876
PAPPA2,arch_0,-0.011748896
ASTN1,arch_0,-0.026584836
BRINP2,arch_0,-0.017189411
LINC01645,arch_0,-0.022710755
AL136114.1,arch_0,-0.058274984
